infografia,fecha,hora,id_provincia,nombre_provincia,id_canton,nombre_canton,cerco_epid_act,poblacion_canton,poblacion_provincia
38,2/4/2020,10:00,03,cañar,0304,la troncal,NaN,76872,281396
38,2/4/2020,10:00,03,cañar,0305,el tambo,NaN,12462,281396
38,2/4/2020,10:00,03,cañar,0302,biblian,NaN,23741,281396
38,2/4/2020,10:00,03,cañar,0307,suscal,NaN,6516,281396
38,2/4/2020,10:00,04,carchi,0401,tulcan,NaN,102395,186869
38,2/4/2020,10:00,04,carchi,0405,montufar,NaN,34229,186869
38,2/4/2020,10:00,04,carchi,0404,mira,NaN,11969,186869
38,2/4/2020,10:00,04,carchi,0406,San Pedro de huaca,NaN,8931,186869
38,2/4/2020,10:00,06,chimborazo,0603,colta,NaN,44838,524004
38,2/4/2020,10:00,06,chimborazo,0601,riobamba,NaN,264048,524004
38,2/4/2020,10:00,06,chimborazo,0610,cumanda,NaN,17973,524004
38,2/4/2020,10:00,06,chimborazo,0607,guano,NaN,48395,524004
38,2/4/2020,10:00,06,chimborazo,0604,chambo,NaN,13378,524004
38,2/4/2020,10:00,06,chimborazo,0606,guamote,NaN,58291,524004
38,2/4/2020,10:00,05,cotopaxi,0505,salcedo,NaN,67100,488716
38,2/4/2020,10:00,05,cotopaxi,0502,la mana,NaN,56905,488716
38,2/4/2020,10:00,05,cotopaxi,0501,latacunga,NaN,205624,488716
38,2/4/2020,10:00,05,cotopaxi,0507,sigchos,NaN,23277,488716
38,2/4/2020,10:00,05,cotopaxi,0506,saquisili,NaN,31426,488716
38,2/4/2020,10:00,10,imbabura,1001,ibarra,NaN,221149,476257
38,2/4/2020,10:00,10,imbabura,1004,otavalo,NaN,125785,476257
38,2/4/2020,10:00,10,imbabura,1002,antonio ante,NaN,54311,476257
38,2/4/2020,10:00,11,loja,1102,calvas,NaN,29565,521154
38,2/4/2020,10:00,11,loja,1101,loja,NaN,274112,521154
38,2/4/2020,10:00,11,loja,1108,macara,NaN,20269,521154
38,2/4/2020,10:00,11,loja,1103,catamayo,NaN,35961,521154
38,2/4/2020,10:00,11,loja,1105,chaguarpamba,NaN,6620,521154
38,2/4/2020,10:00,17,pichincha,1703,mejia,NaN,108167,3228233
38,2/4/2020,10:00,17,pichincha,1708,pedro vicente maldonado,NaN,17171,3228233
38,2/4/2020,10:00,17,pichincha,1701,quito,NaN,2781641,3228233
38,2/4/2020,10:00,17,pichincha,1705,rumiñahui,NaN,115433,3228233
38,2/4/2020,10:00,17,pichincha,1704,pedro moncayo,NaN,43281,3228233
38,2/4/2020,10:00,18,tungurahua,1801,ambato,NaN,387309,590600
38,2/4/2020,10:00,18,tungurahua,1807,san pedro de pelileo,NaN,66836,590600
38,2/4/2020,10:00,14,morona santiago,1402,gualaquiza,NaN,19555,196535
38,2/4/2020,10:00,14,morona santiago,1401,morona,NaN,58281,196535
38,2/4/2020,10:00,14,morona santiago,1406,sucua,NaN,23823,196535
38,2/4/2020,10:00,14,morona santiago,1404,palora,NaN,7719,196535
38,2/4/2020,10:00,14,morona santiago,1409,taisha,NaN,26773,196535
38,2/4/2020,10:00,15,napo,1501,tena,NaN,79182,133705
38,2/4/2020,10:00,22,orellana,2201,orellana,NaN,93778,161338
38,2/4/2020,10:00,16,pastaza,1601,pastaza,NaN,84377,114202
38,2/4/2020,10:00,16,pastaza,1602,mera,NaN,17547,114202
38,2/4/2020,10:00,21,Sucumbios,2107,cuyabeno,NaN,7154,230503
38,2/4/2020,10:00,21,Sucumbios,2101,lago agrio,NaN,119594,230503
38,2/4/2020,10:00,19,zamora chinchipe,1905,yantzaza,NaN,26447,120416
38,2/4/2020,10:00,19,zamora chinchipe,1901,Zamora,NaN,32761,120416
38,2/4/2020,10:00,20,galapagos,2001,san cristobal,NaN,9667,33042
38,2/4/2020,10:00,20,galapagos,2002,isabela,NaN,3073,33042
38,2/4/2020,10:00,20,galapagos,2003,santa cruz,NaN,20302,33042
39,3/4/2020,10:00,07,el oro,0702,arenillas,NaN,33473,715751
39,3/4/2020,10:00,07,el oro,0707,huaquillas,NaN,60440,715751
39,3/4/2020,10:00,07,el oro,0701,machala,NaN,289141,715751
39,3/4/2020,10:00,07,el oro,0709,pasaje,NaN,87723,715751
39,3/4/2020,10:00,07,el oro,0712,santa rosa,NaN,82171,715751
39,3/4/2020,10:00,07,el oro,0703,atahualpa,NaN,6436,715751
39,3/4/2020,10:00,07,el oro,0713,zaruma,NaN,25654,715751
39,3/4/2020,10:00,07,el oro,0710,piñas,NaN,30206,715751
39,3/4/2020,10:00,07,el oro,0711,Portovelo,NaN,14028,715751
39,3/4/2020,10:00,07,el oro,0706,el guabo,NaN,63645,715751
39,3/4/2020,10:00,08,esmeraldas,0801,esmeraldas,NaN,218727,643654
39,3/4/2020,10:00,08,esmeraldas,0804,quininde,NaN,145879,643654
39,3/4/2020,10:00,08,esmeraldas,0807,rioverde,NaN,31475,643654
39,3/4/2020,10:00,08,esmeraldas,0806,atacames,NaN,55495,643654
39,3/4/2020,10:00,09,guayas,0902,Alfredo baquerizo moreno,NaN,32110,4387434
39,3/4/2020,10:00,09,guayas,0903,balao,NaN,26348,4387434
39,3/4/2020,10:00,09,guayas,0904,balzar,NaN,60260,4387434
39,3/4/2020,10:00,09,guayas,0905,colimes,NaN,26169,4387434
39,3/4/2020,10:00,09,guayas,0906,daule,NaN,173684,4387434
39,3/4/2020,10:00,09,guayas,0907,duran,NaN,315724,4387434
39,3/4/2020,10:00,09,guayas,0908,el empalme,NaN,86073,4387434
39,3/4/2020,10:00,09,guayas,0901,guayaquil,NaN,2723665,4387434
39,3/4/2020,10:00,09,guayas,0910,milagro,NaN,199835,4387434
39,3/4/2020,10:00,09,guayas,0911,naranjal,NaN,95052,4387434
39,3/4/2020,10:00,09,guayas,0914,pedro carbo,NaN,51802,4387434
39,3/4/2020,10:00,09,guayas,0919,salitre,NaN,65765,4387434
39,3/4/2020,10:00,09,guayas,0916,samborondon,NaN,102404,4387434
39,3/4/2020,10:00,09,guayas,0918,santa lucia,NaN,45004,4387434
39,3/4/2020,10:00,09,guayas,0921,playas,NaN,59628,4387434
39,3/4/2020,10:00,09,guayas,0922,simon bolivar,NaN,32224,4387434
39,3/4/2020,10:00,09,guayas,0920,yaguachi,NaN,78204,4387434
39,3/4/2020,10:00,09,guayas,0909,el triunfo,NaN,59636,4387434
39,3/4/2020,10:00,09,guayas,0924,lomas de sargentillo,NaN,24220,4387434
39,3/4/2020,10:00,09,guayas,0912,naranjito,NaN,43862,4387434
39,3/4/2020,10:00,09,guayas,0925,nobol,NaN,26444,4387434
39,3/4/2020,10:00,09,guayas,0927,general antonio elizalde,NaN,13156,4387434
39,3/4/2020,10:00,09,guayas,0928,isidro ayora,NaN,14582,4387434
39,3/4/2020,10:00,12,los rios,1202,baba,NaN,43429,921763
39,3/4/2020,10:00,12,los rios,1201,babahoyo,NaN,175281,921763
39,3/4/2020,10:00,12,los rios,1210,buena fe,NaN,83654,921763
39,3/4/2020,10:00,12,los rios,1212,mocache,NaN,43316,921763
39,3/4/2020,10:00,12,los rios,1203,montalvo,NaN,28720,921763
39,3/4/2020,10:00,12,los rios,1205,quevedo,NaN,213842,921763
39,3/4/2020,10:00,12,los rios,1206,urdaneta,NaN,32618,921763
39,3/4/2020,10:00,12,los rios,1207,ventanas,NaN,75146,921763
39,3/4/2020,10:00,12,los rios,1208,vinces,NaN,82329,921763
39,3/4/2020,10:00,12,los rios,1213,quinsaloma,NaN,20428,921763
39,3/4/2020,10:00,13,manabi,1302,bolivar,NaN,15528,1562079
39,3/4/2020,10:00,13,manabi,1306,jipijapa,NaN,74645,1562079
39,3/4/2020,10:00,13,manabi,1308,manta,NaN,264281,1562079
39,3/4/2020,10:00,13,manabi,1309,montecristi,NaN,107785,1562079
39,3/4/2020,10:00,13,manabi,1301,portoviejo,NaN,321800,1562079
39,3/4/2020,10:00,13,manabi,1313,santa ana,NaN,48152,1562079
39,3/4/2020,10:00,13,manabi,1314,sucre,NaN,62443,1562079
39,3/4/2020,10:00,13,manabi,1321,jaramijo,NaN,28439,1562079
39,3/4/2020,10:00,13,manabi,1304,el carmen,NaN,111344,1562079
39,3/4/2020,10:00,13,manabi,1303,chone,NaN,131002,1562079
39,3/4/2020,10:00,24,santa elena,2401,santa elena,NaN,188821,401178
39,3/4/2020,10:00,24,santa elena,2402,libertad,NaN,117767,401178
39,3/4/2020,10:00,24,santa elena,2403,salinas,NaN,94590,401178
39,3/4/2020,10:00,23,santo domingo tsachilas,2302,la concordia,NaN,0,#N/D
39,3/4/2020,10:00,23,santo domingo tsachilas,2301,santo domingo,NaN,458580,#N/D
39,3/4/2020,10:00,01,azuay,0101,cuenca,NaN,636996,881394
39,3/4/2020,10:00,01,azuay,0103,gualaceo,NaN,49104,881394
39,3/4/2020,10:00,01,azuay,0108,Santa isabel,NaN,20935,881394
39,3/4/2020,10:00,01,azuay,0105,paute,NaN,29214,881394
39,3/4/2020,10:00,01,azuay,0109,sigsig,NaN,30509,881394
39,3/4/2020,10:00,01,azuay,0113,sevilla de oro,NaN,6890,881394
39,3/4/2020,10:00,02,bolivar,0202,chillanes,NaN,16850,209933
39,3/4/2020,10:00,02,bolivar,0203,chimbo,NaN,17378,209933
39,3/4/2020,10:00,02,bolivar,0201,guaranda,NaN,108763,209933
39,3/4/2020,10:00,02,bolivar,0205,San miguel,NaN,29004,209933
39,3/4/2020,10:00,02,bolivar,0204,echeandia,NaN,14081,209933
39,3/4/2020,10:00,02,bolivar,0206,caluma,NaN,16429,209933
39,3/4/2020,10:00,03,cañar,0301,azogues,NaN,86276,281396
39,3/4/2020,10:00,03,cañar,0303,cañar,NaN,68747,281396
39,3/4/2020,10:00,03,cañar,0306,deleg,NaN,6782,281396
39,3/4/2020,10:00,03,cañar,0304,la troncal,NaN,76872,281396
39,3/4/2020,10:00,03,cañar,0305,el tambo,NaN,12462,281396
39,3/4/2020,10:00,03,cañar,0302,biblian,NaN,23741,281396
39,3/4/2020,10:00,03,cañar,0307,suscal,NaN,6516,281396
39,3/4/2020,10:00,04,carchi,0401,tulcan,NaN,102395,186869
39,3/4/2020,10:00,04,carchi,0405,montufar,NaN,34229,186869
39,3/4/2020,10:00,04,carchi,0404,mira,NaN,11969,186869
39,3/4/2020,10:00,04,carchi,0406,San Pedro de huaca,NaN,8931,186869
39,3/4/2020,10:00,06,chimborazo,0603,colta,NaN,44838,524004
39,3/4/2020,10:00,06,chimborazo,0601,riobamba,NaN,264048,524004
39,3/4/2020,10:00,06,chimborazo,0610,cumanda,NaN,17973,524004
39,3/4/2020,10:00,06,chimborazo,0607,guano,NaN,48395,524004
39,3/4/2020,10:00,06,chimborazo,0604,chambo,NaN,13378,524004
39,3/4/2020,10:00,06,chimborazo,0606,guamote,NaN,58291,524004
39,3/4/2020,10:00,05,cotopaxi,0504,pujili,NaN,79772,488716
39,3/4/2020,10:00,05,cotopaxi,0505,salcedo,NaN,67100,488716
39,3/4/2020,10:00,05,cotopaxi,0502,la mana,NaN,56905,488716
39,3/4/2020,10:00,05,cotopaxi,0501,latacunga,NaN,205624,488716
39,3/4/2020,10:00,05,cotopaxi,0507,sigchos,NaN,23277,488716
39,3/4/2020,10:00,05,cotopaxi,0506,saquisili,NaN,31426,488716
39,3/4/2020,10:00,10,imbabura,1001,ibarra,NaN,221149,476257
39,3/4/2020,10:00,10,imbabura,1004,otavalo,NaN,125785,476257
39,3/4/2020,10:00,10,imbabura,1002,antonio ante,NaN,54311,476257
39,3/4/2020,10:00,11,loja,1102,calvas,NaN,29565,521154
39,3/4/2020,10:00,11,loja,1101,loja,NaN,274112,521154
39,3/4/2020,10:00,11,loja,1108,macara,NaN,20269,521154
39,3/4/2020,10:00,11,loja,1103,catamayo,NaN,35961,521154
39,3/4/2020,10:00,11,loja,1105,chaguarpamba,NaN,6620,521154
39,3/4/2020,10:00,17,pichincha,1703,mejia,NaN,108167,3228233
39,3/4/2020,10:00,17,pichincha,1708,pedro vicente maldonado,NaN,17171,3228233
39,3/4/2020,10:00,17,pichincha,1701,quito,NaN,2781641,3228233
39,3/4/2020,10:00,17,pichincha,1705,rumiñahui,NaN,115433,3228233
39,3/4/2020,10:00,17,pichincha,1704,pedro moncayo,NaN,43281,3228233
39,3/4/2020,10:00,18,tungurahua,1801,ambato,NaN,387309,590600
39,3/4/2020,10:00,18,tungurahua,1807,san pedro de pelileo,NaN,66836,590600
39,3/4/2020,10:00,14,morona santiago,1402,gualaquiza,NaN,19555,196535
39,3/4/2020,10:00,14,morona santiago,1401,morona,NaN,58281,196535
39,3/4/2020,10:00,14,morona santiago,1406,sucua,NaN,23823,196535
39,3/4/2020,10:00,14,morona santiago,1404,palora,NaN,7719,196535
39,3/4/2020,10:00,14,morona santiago,1409,taisha,NaN,26773,196535
39,3/4/2020,10:00,15,napo,1501,tena,NaN,79182,133705
39,3/4/2020,10:00,22,orellana,2201,orellana,NaN,93778,161338
39,3/4/2020,10:00,16,pastaza,1601,pastaza,NaN,84377,114202
39,3/4/2020,10:00,16,pastaza,1602,mera,NaN,17547,114202
39,3/4/2020,10:00,21,Sucumbios,2107,cuyabeno,NaN,7154,230503
39,3/4/2020,10:00,21,Sucumbios,2101,lago agrio,NaN,119594,230503
39,3/4/2020,10:00,19,zamora chinchipe,1905,yantzaza,NaN,26447,120416
39,3/4/2020,10:00,19,zamora chinchipe,1901,Zamora,NaN,32761,120416
39,3/4/2020,10:00,20,galapagos,2001,san cristobal,NaN,9667,33042
39,3/4/2020,10:00,20,galapagos,2002,isabela,NaN,3073,33042
39,3/4/2020,10:00,20,galapagos,2003,santa cruz,NaN,20302,33042
40,4/4/2020,10:00,07,el oro,0702,arenillas,NaN,33473,715751
40,4/4/2020,10:00,07,el oro,0707,huaquillas,NaN,60440,715751
40,4/4/2020,10:00,07,el oro,0701,machala,NaN,289141,715751
40,4/4/2020,10:00,07,el oro,0709,pasaje,NaN,87723,715751
40,4/4/2020,10:00,07,el oro,0712,santa rosa,NaN,82171,715751
40,4/4/2020,10:00,07,el oro,0703,atahualpa,NaN,6436,715751
40,4/4/2020,10:00,07,el oro,0713,zaruma,NaN,25654,715751
40,4/4/2020,10:00,07,el oro,0710,piñas,NaN,30206,715751
40,4/4/2020,10:00,07,el oro,0711,Portovelo,NaN,14028,715751
40,4/4/2020,10:00,07,el oro,0706,el guabo,NaN,63645,715751
40,4/4/2020,10:00,08,esmeraldas,0801,esmeraldas,NaN,218727,643654
40,4/4/2020,10:00,08,esmeraldas,0804,quininde,NaN,145879,643654
40,4/4/2020,10:00,08,esmeraldas,0807,rioverde,NaN,31475,643654
40,4/4/2020,10:00,08,esmeraldas,0806,atacames,NaN,55495,643654
40,4/4/2020,10:00,09,guayas,0902,Alfredo baquerizo moreno,NaN,32110,4387434
40,4/4/2020,10:00,09,guayas,0903,balao,NaN,26348,4387434
40,4/4/2020,10:00,09,guayas,0904,balzar,NaN,60260,4387434
40,4/4/2020,10:00,09,guayas,0905,colimes,NaN,26169,4387434
40,4/4/2020,10:00,09,guayas,0906,daule,NaN,173684,4387434
40,4/4/2020,10:00,09,guayas,0907,duran,NaN,315724,4387434
40,4/4/2020,10:00,09,guayas,0908,el empalme,NaN,86073,4387434
40,4/4/2020,10:00,09,guayas,0901,guayaquil,NaN,2723665,4387434
40,4/4/2020,10:00,09,guayas,0910,milagro,NaN,199835,4387434
40,4/4/2020,10:00,09,guayas,0911,naranjal,NaN,95052,4387434
40,4/4/2020,10:00,09,guayas,0914,pedro carbo,NaN,51802,4387434
40,4/4/2020,10:00,09,guayas,0919,salitre,NaN,65765,4387434
40,4/4/2020,10:00,09,guayas,0916,samborondon,NaN,102404,4387434
40,4/4/2020,10:00,09,guayas,0918,santa lucia,NaN,45004,4387434
40,4/4/2020,10:00,09,guayas,0921,playas,NaN,59628,4387434
40,4/4/2020,10:00,09,guayas,0922,simon bolivar,NaN,32224,4387434
40,4/4/2020,10:00,09,guayas,0920,yaguachi,NaN,78204,4387434
40,4/4/2020,10:00,09,guayas,0909,el triunfo,NaN,59636,4387434
40,4/4/2020,10:00,09,guayas,0924,lomas de sargentillo,NaN,24220,4387434
40,4/4/2020,10:00,09,guayas,0912,naranjito,NaN,43862,4387434
40,4/4/2020,10:00,09,guayas,0925,nobol,NaN,26444,4387434
40,4/4/2020,10:00,09,guayas,0927,general antonio elizalde,NaN,13156,4387434
40,4/4/2020,10:00,09,guayas,0928,isidro ayora,NaN,14582,4387434
40,4/4/2020,10:00,12,los rios,1202,baba,NaN,43429,921763
40,4/4/2020,10:00,12,los rios,1201,babahoyo,NaN,175281,921763
40,4/4/2020,10:00,12,los rios,1210,buena fe,NaN,83654,921763
40,4/4/2020,10:00,12,los rios,1212,mocache,NaN,43316,921763
40,4/4/2020,10:00,12,los rios,1203,montalvo,NaN,28720,921763
40,4/4/2020,10:00,12,los rios,1204,puebloviejo,NaN,44725,921763
40,4/4/2020,10:00,12,los rios,1205,quevedo,NaN,213842,921763
40,4/4/2020,10:00,12,los rios,1206,urdaneta,NaN,32618,921763
40,4/4/2020,10:00,12,los rios,1207,ventanas,NaN,75146,921763
40,4/4/2020,10:00,12,los rios,1208,vinces,NaN,82329,921763
40,4/4/2020,10:00,12,los rios,1213,quinsaloma,NaN,20428,921763
40,4/4/2020,10:00,13,manabi,1302,bolivar,NaN,15528,1562079
40,4/4/2020,10:00,13,manabi,1306,jipijapa,NaN,74645,1562079
40,4/4/2020,10:00,13,manabi,1308,manta,NaN,264281,1562079
40,4/4/2020,10:00,13,manabi,1309,montecristi,NaN,107785,1562079
40,4/4/2020,10:00,13,manabi,1301,portoviejo,NaN,321800,1562079
40,4/4/2020,10:00,13,manabi,1313,santa ana,NaN,48152,1562079
40,4/4/2020,10:00,13,manabi,1314,sucre,NaN,62443,1562079
40,4/4/2020,10:00,13,manabi,1321,jaramijo,NaN,28439,1562079
40,4/4/2020,10:00,13,manabi,1304,el carmen,NaN,111344,1562079
40,4/4/2020,10:00,13,manabi,1303,chone,NaN,131002,1562079
40,4/4/2020,10:00,24,santa elena,2401,santa elena,NaN,188821,401178
40,4/4/2020,10:00,24,santa elena,2402,libertad,NaN,117767,401178
40,4/4/2020,10:00,24,santa elena,2403,salinas,NaN,94590,401178
40,4/4/2020,10:00,23,santo domingo tsachilas,2302,la concordia,NaN,0,#N/D
40,4/4/2020,10:00,23,santo domingo tsachilas,2301,santo domingo,NaN,458580,#N/D
40,4/4/2020,10:00,01,azuay,0101,cuenca,NaN,636996,881394
40,4/4/2020,10:00,01,azuay,0103,gualaceo,NaN,49104,881394
40,4/4/2020,10:00,01,azuay,0108,Santa isabel,NaN,20935,881394
40,4/4/2020,10:00,01,azuay,0105,paute,NaN,29214,881394
40,4/4/2020,10:00,01,azuay,0109,sigsig,NaN,30509,881394
40,4/4/2020,10:00,01,azuay,0113,sevilla de oro,NaN,6890,881394
40,4/4/2020,10:00,02,bolivar,0202,chillanes,NaN,16850,209933
40,4/4/2020,10:00,02,bolivar,0203,chimbo,NaN,17378,209933
40,4/4/2020,10:00,02,bolivar,0201,guaranda,NaN,108763,209933
40,4/4/2020,10:00,02,bolivar,0205,San miguel,NaN,29004,209933
40,4/4/2020,10:00,02,bolivar,0204,echeandia,NaN,14081,209933
40,4/4/2020,10:00,02,bolivar,0206,caluma,NaN,16429,209933
40,4/4/2020,10:00,03,cañar,0301,azogues,NaN,86276,281396
40,4/4/2020,10:00,03,cañar,0303,cañar,NaN,68747,281396
40,4/4/2020,10:00,03,cañar,0306,deleg,NaN,6782,281396
40,4/4/2020,10:00,03,cañar,0304,la troncal,NaN,76872,281396
40,4/4/2020,10:00,03,cañar,0305,el tambo,NaN,12462,281396
40,4/4/2020,10:00,03,cañar,0302,biblian,NaN,23741,281396
40,4/4/2020,10:00,03,cañar,0307,suscal,NaN,6516,281396
40,4/4/2020,10:00,04,carchi,0401,tulcan,NaN,102395,186869
40,4/4/2020,10:00,04,carchi,0405,montufar,NaN,34229,186869
40,4/4/2020,10:00,04,carchi,0404,mira,NaN,11969,186869
40,4/4/2020,10:00,04,carchi,0406,San Pedro de huaca,NaN,8931,186869
40,4/4/2020,10:00,06,chimborazo,0603,colta,NaN,44838,524004
40,4/4/2020,10:00,06,chimborazo,0601,riobamba,NaN,264048,524004
40,4/4/2020,10:00,06,chimborazo,0610,cumanda,NaN,17973,524004
40,4/4/2020,10:00,06,chimborazo,0607,guano,NaN,48395,524004
40,4/4/2020,10:00,06,chimborazo,0604,chambo,NaN,13378,524004
40,4/4/2020,10:00,06,chimborazo,0606,guamote,NaN,58291,524004
40,4/4/2020,10:00,05,cotopaxi,0504,pujili,NaN,79772,488716
40,4/4/2020,10:00,05,cotopaxi,0505,salcedo,NaN,67100,488716
40,4/4/2020,10:00,05,cotopaxi,0502,la mana,NaN,56905,488716
40,4/4/2020,10:00,05,cotopaxi,0501,latacunga,NaN,205624,488716
40,4/4/2020,10:00,05,cotopaxi,0507,sigchos,NaN,23277,488716
40,4/4/2020,10:00,05,cotopaxi,0506,saquisili,NaN,31426,488716
40,4/4/2020,10:00,10,imbabura,1001,ibarra,NaN,221149,476257
40,4/4/2020,10:00,10,imbabura,1004,otavalo,NaN,125785,476257
40,4/4/2020,10:00,10,imbabura,1002,antonio ante,NaN,54311,476257
40,4/4/2020,10:00,11,loja,1102,calvas,NaN,29565,521154
40,4/4/2020,10:00,11,loja,1101,loja,NaN,274112,521154
40,4/4/2020,10:00,11,loja,1108,macara,NaN,20269,521154
40,4/4/2020,10:00,11,loja,1103,catamayo,NaN,35961,521154
40,4/4/2020,10:00,11,loja,1105,chaguarpamba,NaN,6620,521154
40,4/4/2020,10:00,17,pichincha,1703,mejia,NaN,108167,3228233
40,4/4/2020,10:00,17,pichincha,1708,pedro vicente maldonado,NaN,17171,3228233
40,4/4/2020,10:00,17,pichincha,1701,quito,NaN,2781641,3228233
40,4/4/2020,10:00,17,pichincha,1705,rumiñahui,NaN,115433,3228233
40,4/4/2020,10:00,17,pichincha,1704,pedro moncayo,NaN,43281,3228233
40,4/4/2020,10:00,18,tungurahua,1801,ambato,NaN,387309,590600
40,4/4/2020,10:00,18,tungurahua,1807,san pedro de pelileo,NaN,66836,590600
40,4/4/2020,10:00,14,morona santiago,1402,gualaquiza,NaN,19555,196535
40,4/4/2020,10:00,14,morona santiago,1401,morona,NaN,58281,196535
40,4/4/2020,10:00,14,morona santiago,1406,sucua,NaN,23823,196535
40,4/4/2020,10:00,14,morona santiago,1404,palora,NaN,7719,196535
40,4/4/2020,10:00,14,morona santiago,1409,taisha,NaN,26773,196535
40,4/4/2020,10:00,15,napo,1501,tena,NaN,79182,133705
40,4/4/2020,10:00,22,orellana,2201,orellana,NaN,93778,161338
40,4/4/2020,10:00,22,orellana,2203,La joya de los sachas,NaN,39352,161338
40,4/4/2020,10:00,16,pastaza,1601,pastaza,NaN,84377,114202
40,4/4/2020,10:00,16,pastaza,1602,mera,NaN,17547,114202
40,4/4/2020,10:00,21,Sucumbios,2107,cuyabeno,NaN,7154,230503
40,4/4/2020,10:00,21,Sucumbios,2101,lago agrio,NaN,119594,230503
40,4/4/2020,10:00,19,zamora chinchipe,1905,yantzaza,NaN,26447,120416
40,4/4/2020,10:00,19,zamora chinchipe,1901,Zamora,NaN,32761,120416
40,4/4/2020,10:00,20,galapagos,2001,san cristobal,NaN,9667,33042
40,4/4/2020,10:00,20,galapagos,2002,isabela,NaN,3073,33042
40,4/4/2020,10:00,20,galapagos,2003,santa cruz,NaN,20302,33042
41,5/4/2020,10:00,07,el oro,0702,arenillas,NaN,33473,715751
41,5/4/2020,10:00,07,el oro,0707,huaquillas,NaN,60440,715751
41,5/4/2020,10:00,07,el oro,0701,machala,NaN,289141,715751
41,5/4/2020,10:00,07,el oro,0709,pasaje,NaN,87723,715751
41,5/4/2020,10:00,07,el oro,0712,santa rosa,NaN,82171,715751
41,5/4/2020,10:00,07,el oro,0703,atahualpa,NaN,6436,715751
41,5/4/2020,10:00,07,el oro,0713,zaruma,NaN,25654,715751
41,5/4/2020,10:00,07,el oro,0710,piñas,NaN,30206,715751
41,5/4/2020,10:00,07,el oro,0711,Portovelo,NaN,14028,715751
41,5/4/2020,10:00,07,el oro,0706,el guabo,NaN,63645,715751
41,5/4/2020,10:00,08,esmeraldas,0801,esmeraldas,NaN,218727,643654
41,5/4/2020,10:00,08,esmeraldas,0804,quininde,NaN,145879,643654
41,5/4/2020,10:00,08,esmeraldas,0807,rioverde,NaN,31475,643654
41,5/4/2020,10:00,08,esmeraldas,0806,atacames,NaN,55495,643654
41,5/4/2020,10:00,09,guayas,0902,Alfredo baquerizo moreno,NaN,32110,4387434
41,5/4/2020,10:00,09,guayas,0903,balao,NaN,26348,4387434
41,5/4/2020,10:00,09,guayas,0904,balzar,NaN,60260,4387434
41,5/4/2020,10:00,09,guayas,0905,colimes,NaN,26169,4387434
41,5/4/2020,10:00,09,guayas,0906,daule,NaN,173684,4387434
41,5/4/2020,10:00,09,guayas,0907,duran,NaN,315724,4387434
41,5/4/2020,10:00,09,guayas,0908,el empalme,NaN,86073,4387434
41,5/4/2020,10:00,09,guayas,0901,guayaquil,NaN,2723665,4387434
41,5/4/2020,10:00,09,guayas,0910,milagro,NaN,199835,4387434
41,5/4/2020,10:00,09,guayas,0911,naranjal,NaN,95052,4387434
41,5/4/2020,10:00,09,guayas,0914,pedro carbo,NaN,51802,4387434
41,5/4/2020,10:00,09,guayas,0919,salitre,NaN,65765,4387434
41,5/4/2020,10:00,09,guayas,0916,samborondon,NaN,102404,4387434
41,5/4/2020,10:00,09,guayas,0918,santa lucia,NaN,45004,4387434
41,5/4/2020,10:00,09,guayas,0921,playas,NaN,59628,4387434
41,5/4/2020,10:00,09,guayas,0922,simon bolivar,NaN,32224,4387434
41,5/4/2020,10:00,09,guayas,0920,yaguachi,NaN,78204,4387434
41,5/4/2020,10:00,09,guayas,0909,el triunfo,NaN,59636,4387434
41,5/4/2020,10:00,09,guayas,0924,lomas de sargentillo,NaN,24220,4387434
41,5/4/2020,10:00,09,guayas,0912,naranjito,NaN,43862,4387434
41,5/4/2020,10:00,09,guayas,0925,nobol,NaN,26444,4387434
41,5/4/2020,10:00,09,guayas,0927,general antonio elizalde,NaN,13156,4387434
41,5/4/2020,10:00,09,guayas,0928,isidro ayora,NaN,14582,4387434
41,5/4/2020,10:00,12,los rios,1202,baba,NaN,43429,921763
41,5/4/2020,10:00,12,los rios,1201,babahoyo,NaN,175281,921763
41,5/4/2020,10:00,12,los rios,1210,buena fe,NaN,83654,921763
41,5/4/2020,10:00,12,los rios,1212,mocache,NaN,43316,921763
41,5/4/2020,10:00,12,los rios,1203,montalvo,NaN,28720,921763
41,5/4/2020,10:00,12,los rios,1205,quevedo,NaN,213842,921763
41,5/4/2020,10:00,12,los rios,1206,urdaneta,NaN,32618,921763
41,5/4/2020,10:00,12,los rios,1207,ventanas,NaN,75146,921763
41,5/4/2020,10:00,12,los rios,1208,vinces,NaN,82329,921763
41,5/4/2020,10:00,12,los rios,1213,quinsaloma,NaN,20428,921763
41,5/4/2020,10:00,13,manabi,1302,bolivar,NaN,15528,1562079
41,5/4/2020,10:00,13,manabi,1306,jipijapa,NaN,74645,1562079
41,5/4/2020,10:00,13,manabi,1308,manta,NaN,264281,1562079
41,5/4/2020,10:00,13,manabi,1309,montecristi,NaN,107785,1562079
41,5/4/2020,10:00,13,manabi,1301,portoviejo,NaN,321800,1562079
41,5/4/2020,10:00,13,manabi,1313,santa ana,NaN,48152,1562079
41,5/4/2020,10:00,13,manabi,1314,sucre,NaN,62443,1562079
41,5/4/2020,10:00,13,manabi,1321,jaramijo,NaN,28439,1562079
41,5/4/2020,10:00,13,manabi,1304,el carmen,NaN,111344,1562079
